row_id,chemical_id,smiles,assay_id,endpoint,relation,value,unit,source_activity_id,source_document,source_year,pchembl_export,potential_duplicate,data_validity,record_origin
ACT-0202,CHEMBL1964243,CC(=O)NS(=O)(=O)c1ccc(N/C=C2\C(=O)Nc3ccc4ncsc4c32)cc1,CHEMBL661125,IC50,=,75,nM,1175170,CHEMBL1134300,2001,7.12,0,,public_measurement_reformatted
ACT-0203,CHEMBL270544,CC(C)=Cc1cccc2c1/C(=N/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,CHEMBL661125,IC50,=,0.0015,uM,1176438,CHEMBL1134300,2001,8.82,0,,public_measurement_reformatted
ACT-0204,CHEMBL269883,CC(C)COC(=O)c1ccc2c(c1)/C(=C/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,CHEMBL661125,IC50,=,3,nM,1176440,CHEMBL1134300,2001,8.52,0,,public_measurement_reformatted
ACT-0205,CHEMBL410517,Cc1cc(Cl)cc2c1NC(=O)/C2=C\Nc1ccc(S(N)(=O)=O)cc1,CHEMBL661125,IC50,>,10000,nM,1176448,CHEMBL1134300,2001,,0,,public_measurement_reformatted
ACT-0206,CHEMBL391229,O=C1Nc2ccc3ncsc3c2/C1=C/Nc1ccc2c(c1)CS(=O)(=O)C2,CHEMBL661125,IC50,=,14,nM,1176450,CHEMBL1134300,2001,7.85,0,,public_measurement_reformatted
ACT-0207,CHEMBL405042,C/C(Nc1ccc(S(N)(=O)=O)cc1)=C1/C(=O)Nc2ccccc21,CHEMBL661125,IC50,=,360,nM,1177754,CHEMBL1134300,2001,6.44,0,,public_measurement_reformatted
ACT-0208,CHEMBL411886,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccc([N+](=O)[O-])cc32)cc1,CHEMBL661125,IC50,=,1.5e-08,M,1177756,CHEMBL1134300,2001,7.82,0,,public_measurement_reformatted
ACT-0209,CHEMBL271822,COc1ccc2c(c1Cl)/C(=N/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,CHEMBL661125,IC50,=,54,nM,1177758,CHEMBL1134300,2001,7.27,0,,public_measurement_reformatted
ACT-0210,CHEMBL272668,NS(=O)(=O)c1ccc(N/C=C2\C(=O)Nc3ccc(C(=O)O)cc32)cc1,CHEMBL661125,IC50,=,0.028,uM,1178972,CHEMBL1134300,2001,7.55,0,,public_measurement_reformatted
ACT-0211,CHEMBL411887,C/C(Nc1ccc(S(N)(=O)=O)cc1)=C1/C(=O)Nc2ccc(-c3cnco3)cc21,CHEMBL661125,IC50,=,2,nM,1180348,CHEMBL1134300,2001,8.70,0,,public_measurement_reformatted
ACT-0212,CHEMBL410883,NC(=O)c1ccc2c(c1)/C(=N/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,CHEMBL661125,IC50,=,4.5,nM,1180350,CHEMBL1134300,2001,8.35,0,,public_measurement_reformatted
ACT-0213,CHEMBL407709,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccc4ncsc4c32)cc1,CHEMBL661125,IC50,=,7.1,nM,1180352,CHEMBL1134300,2001,8.15,0,,public_measurement_reformatted
ACT-0214,CHEMBL272885,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3cc(Oc4ccccc4)ccc32)cc1,CHEMBL661125,IC50,>,10000,nM,1181715,CHEMBL1134300,2001,,0,,public_measurement_reformatted
ACT-0215,CHEMBL411490,Cc1ccc2c(c1Cl)/C(=N/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,CHEMBL661125,IC50,=,13,nM,1181717,CHEMBL1134300,2001,7.89,0,,public_measurement_reformatted
ACT-0216,CHEMBL1964255,N=C(N)NS(=O)(=O)c1ccc(N/C=C2\C(=O)Nc3ccc4ncsc4c32)cc1,CHEMBL661125,IC50,=,3.3,nM,1181719,CHEMBL1134300,2001,8.48,0,,public_measurement_reformatted
ACT-0217,CHEMBL411696,CCOc1cccc2c1/C(=N/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,CHEMBL661125,IC50,=,0.093,uM,1183032,CHEMBL1134300,2001,7.03,0,,public_measurement_reformatted
ACT-0218,CHEMBL271160,CC(C)Oc1cccc2c1/C(=N/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,CHEMBL661125,IC50,=,3.4,nM,1183034,CHEMBL1134300,2001,8.47,0,,public_measurement_reformatted
ACT-0219,CHEMBL410072,CC(C)(CO)CNC(=O)c1ccc2c(c1)/C(=N/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,CHEMBL661125,IC50,=,6.8,nM,1183036,CHEMBL1134300,2001,8.17,0,,public_measurement_reformatted
ACT-0220,CHEMBL1964250,COCCOCCOCCOCCNS(=O)(=O)c1ccc(N/C=C2\C(=O)Nc3ccc4ncsc4c32)cc1,CHEMBL661125,IC50,=,4.5,nM,1183038,CHEMBL1134300,2001,8.35,0,,public_measurement_reformatted
ACT-0221,CHEMBL3654234,CN(C)C(=O)c1cc2cnc(Nc3ccccn3)nc2n1C1CCCC1,CHEMBL3705366,IC50,>,1.5e-05,M,17669017,CHEMBL3638874,2015,,0,,public_measurement_reformatted
ACT-0222,CHEMBL3545110,CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n1C1CCCC1,CHEMBL3705366,IC50,>,15000,nM,17669018,CHEMBL3638874,2015,,0,,public_measurement_reformatted
ACT-0223,CHEMBL3658063,CCN1CCN(c2ccc(Nc3ncc4cc(C(=O)N(C)C)n(C5CCCC5)c4n3)nc2)CC1,CHEMBL3705366,IC50,>,15000,nM,17669019,CHEMBL3638874,2015,,0,,public_measurement_reformatted
ACT-0224,CHEMBL3658071,CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCN(CCF)CC4)cn3)nc2n1C1CCCC1,CHEMBL3705366,IC50,>,15,uM,17669020,CHEMBL3638874,2015,,0,,public_measurement_reformatted
ACT-0225,CHEMBL3654258,CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCN(CCO)CC4)cn3)nc2n1C1CCCC1,CHEMBL3705366,IC50,>,15000,nM,17669021,CHEMBL3638874,2015,,0,,public_measurement_reformatted
ACT-0226,CHEMBL3654246,COCCN1CCN(c2ccc(Nc3ncc4cc(C(=O)N(C)C)n(C5CCCC5)c4n3)nc2)CC1,CHEMBL3705366,IC50,>,15000,nM,17669022,CHEMBL3638874,2015,,0,,public_measurement_reformatted
ACT-0227,CHEMBL3658078,CC(C)OCCN1CCN(c2ccc(Nc3ncc4cc(C(=O)N(C)C)n(C5CCCC5)c4n3)nc2)CC1,CHEMBL3705366,IC50,>,15000,nM,17669023,CHEMBL3638874,2015,,0,,public_measurement_reformatted
ACT-0228,CHEMBL3658021,CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCN(CCOCCO)CC4)cn3)nc2n1C1CCCC1,CHEMBL3705366,IC50,>,15000,nM,17669024,CHEMBL3638874,2015,,0,,public_measurement_reformatted
ACT-0229,CHEMBL3658044,C[C@@H](O)CN1CCN(c2ccc(Nc3ncc4cc(C(=O)N(C)C)n(C5CCCC5)c4n3)nc2)CC1,CHEMBL3705366,IC50,>,15000,nM,17669025,CHEMBL3638874,2015,,0,,public_measurement_reformatted
ACT-0230,CHEMBL3658043,C[C@H](O)CN1CCN(c2ccc(Nc3ncc4cc(C(=O)N(C)C)n(C5CCCC5)c4n3)nc2)CC1,CHEMBL3705366,IC50,>,15000,nM,17669026,CHEMBL3638874,2015,,0,,public_measurement_reformatted
ACT-0231,CHEMBL3658057,CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCN(CC(C)(C)O)CC4)cn3)nc2n1C1CCCC1,CHEMBL3705366,IC50,>,15,uM,17669027,CHEMBL3638874,2015,,0,,public_measurement_reformatted
ACT-0232,CHEMBL3654253,CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCN(CCCO)CC4)cn3)nc2n1C1CCCC1,CHEMBL3705366,IC50,>,15000,nM,17669028,CHEMBL3638874,2015,,0,,public_measurement_reformatted
ACT-0233,CHEMBL3658031,CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCN(CC(O)CO)CC4)cn3)nc2n1C1CCCC1,CHEMBL3705366,IC50,>,15000,nM,17669029,CHEMBL3638874,2015,,0,,public_measurement_reformatted
ACT-0234,CHEMBL3658033,CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCN(C[C@@H](O)CO)CC4)cn3)nc2n1C1CCCC1,CHEMBL3705366,IC50,>,1.5e-05,M,17669030,CHEMBL3638874,2015,,0,,public_measurement_reformatted
ACT-0235,CHEMBL3654260,CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCN(C[C@H](O)CO)CC4)cn3)nc2n1C1CCCC1,CHEMBL3705366,IC50,>,15000,nM,17669031,CHEMBL3638874,2015,,0,,public_measurement_reformatted
ACT-0236,CHEMBL3658064,CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCN(C5CCCC5)CC4)cn3)nc2n1C1CCCC1,CHEMBL3705366,IC50,>,15000,nM,17669032,CHEMBL3638874,2015,,0,,public_measurement_reformatted
ACT-0237,CHEMBL3658050,CC(C)N1CCN(c2ccc(Nc3ncc4cc(C(=O)N(C)C)n(C5CCCC5)c4n3)nc2)CC1,CHEMBL3705366,IC50,>,15000,nM,17669033,CHEMBL3638874,2015,,0,,public_measurement_reformatted
ACT-0238,CHEMBL3658024,CC(CO)N1CCN(c2ccc(Nc3ncc4cc(C(=O)N(C)C)n(C5CCCC5)c4n3)nc2)CC1,CHEMBL3705366,IC50,>,15,uM,17669034,CHEMBL3638874,2015,,0,,public_measurement_reformatted
ACT-0239,CHEMBL3658082,COC(=O)C(C)N1CCN(c2ccc(Nc3ncc4cc(C(=O)N(C)C)n(C5CCCC5)c4n3)nc2)CC1,CHEMBL3705366,IC50,>,15000,nM,17669035,CHEMBL3638874,2015,,0,,public_measurement_reformatted
ACT-0240,CHEMBL3658083,CC(C(=O)O)N1CCN(c2ccc(Nc3ncc4cc(C(=O)N(C)C)n(C5CCCC5)c4n3)nc2)CC1,CHEMBL3705366,IC50,>,15000,nM,17669036,CHEMBL3638874,2015,,0,,public_measurement_reformatted
ACT-0241,CHEMBL3658055,CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCN(CC5CCCCC5)CC4)cn3)nc2n1C1CCCC1,CHEMBL3705366,IC50,>,15000,nM,17669037,CHEMBL3638874,2015,,0,,public_measurement_reformatted
ACT-0242,CHEMBL3658076,CC(C)CN1CCN(c2ccc(Nc3ncc4cc(C(=O)N(C)C)n(C5CCCC5)c4n3)nc2)CC1,CHEMBL3705366,IC50,>,15000,nM,17669038,CHEMBL3638874,2015,,0,,public_measurement_reformatted
ACT-0243,CHEMBL3658080,CCC(C)CN1CCN(c2ccc(Nc3ncc4cc(C(=O)N(C)C)n(C5CCCC5)c4n3)nc2)CC1,CHEMBL3705366,IC50,>,15000,nM,17669039,CHEMBL3638874,2015,,0,,public_measurement_reformatted
ACT-0244,CHEMBL3658074,CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCN(C(=O)CC5CCCCC5)CC4)cn3)nc2n1C1CCCC1,CHEMBL3705366,IC50,>,15000,nM,17669040,CHEMBL3638874,2015,,0,,public_measurement_reformatted
ACT-0245,CHEMBL3658054,CC(C)CCCN1CCN(c2ccc(Nc3ncc4cc(C(=O)N(C)C)n(C5CCCC5)c4n3)nc2)CC1,CHEMBL3705366,IC50,>,15,uM,17669041,CHEMBL3638874,2015,,0,,public_measurement_reformatted
ACT-0246,CHEMBL3654257,CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCN(CC(F)(F)F)CC4)cn3)nc2n1C1CCCC1,CHEMBL3705366,IC50,>,15000,nM,17669042,CHEMBL3638874,2015,,0,,public_measurement_reformatted
ACT-0247,CHEMBL3654241,CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCN(CC(N)=O)CC4)cn3)nc2n1C1CCCC1,CHEMBL3705366,IC50,>,1.5e-05,M,17669043,CHEMBL3638874,2015,,0,,public_measurement_reformatted
ACT-0248,CHEMBL3658069,CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCN(CC#N)CC4)cn3)nc2n1C1CCCC1,CHEMBL3705366,IC50,>,15000,nM,17669044,CHEMBL3638874,2015,,0,,public_measurement_reformatted
ACT-0249,CHEMBL3654240,CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCN(CCC#N)CC4)cn3)nc2n1C1CCCC1,CHEMBL3705366,IC50,>,15000,nM,17669045,CHEMBL3638874,2015,,0,,public_measurement_reformatted
ACT-0250,CHEMBL3654238,CC(=O)N1CCN(c2ccc(Nc3ncc4cc(C(=O)N(C)C)n(C5CCCC5)c4n3)nc2)CC1,CHEMBL3705366,IC50,>,15000,nM,17669046,CHEMBL3638874,2015,,0,,public_measurement_reformatted
ACT-0251,CHEMBL3654259,CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCN(C(=O)C5CC5)CC4)cn3)nc2n1C1CCCC1,CHEMBL3705366,IC50,>,15000,nM,17669047,CHEMBL3638874,2015,,0,,public_measurement_reformatted
ACT-0252,CHEMBL3654255,CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCN(C(=O)C5CCCCC5)CC4)cn3)nc2n1C1CCCC1,CHEMBL3705366,IC50,>,15,uM,17669048,CHEMBL3638874,2015,,0,,public_measurement_reformatted
ACT-0253,CHEMBL3658074,CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCN(C(=O)CC5CCCCC5)CC4)cn3)nc2n1C1CCCC1,CHEMBL3705366,IC50,>,15000,nM,17669049,CHEMBL3638874,2015,,0,,public_measurement_reformatted
ACT-0254,CHEMBL3658075,CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCN(C(=O)CCC5CCCC5)CC4)cn3)nc2n1C1CCCC1,CHEMBL3705366,IC50,>,15000,nM,17669050,CHEMBL3638874,2015,,0,,public_measurement_reformatted
ACT-0255,CHEMBL3654244,CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCN(C(=O)CN)CC4)cn3)nc2n1C1CCCC1,CHEMBL3705366,IC50,>,15000,nM,17669051,CHEMBL3638874,2015,,0,,public_measurement_reformatted
ACT-0256,CHEMBL3658073,CN(C)CC(=O)N1CCN(c2ccc(Nc3ncc4cc(C(=O)N(C)C)n(C5CCCC5)c4n3)nc2)CC1,CHEMBL3705366,IC50,>,15000,nM,17669052,CHEMBL3638874,2015,,0,,public_measurement_reformatted
ACT-9001,CHEMBL3301610,CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1,CHEMBL5736732,IC50,=,52.2,nM,28327037,CHEMBL5728430,2021,7.28,1,,simulated_reingestion
ACT-9002,CHEMBL5905735,n1c(C)n(C(C)C)c2c1c(F)cc(-c1nc(Nc3ccc4c(n3)CCN(C(C)C)C4)ncc1F)c2,CHEMBL5736732,IC50,=,35,nM,28327046,CHEMBL5728430,2021,7.46,1,,simulated_reexport
ACT-9003,CHEMBL5814867,CNCC(=O)N1CCc2nc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)ccc2C1,SIM-QC-CHECK,IC50,>,10000,nM,,SIM-CRO-APPENDIX,2026,,1,,simulated_export_record
ACT-9004,CHEMBL4212532,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)CN(C)C)C5)ncc3F)cc2n1C(C)C,SIM-QC-CHECK,IC50,<=,0.01,µM,,SIM-CRO-APPENDIX,2026,,1,,simulated_export_record
ACT-9005,CHEMBL6060984,COCC(=O)N1CCc2nc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)ccc2C1,SIM-QC-CHECK,IC50,=,0,nM,,SIM-CRO-APPENDIX,2026,,0,,simulated_export_record
ACT-9006,CHEMBL5813772,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C)C5)ncc3F)cc2n1C(C)C,SIM-QC-CHECK,IC50,=,-3,nM,,SIM-CRO-APPENDIX,2026,,1,,simulated_export_record
ACT-9007,CHEMBL5844694,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)CCO)C5)ncc3F)cc2n1C(C)C,SIM-QC-CHECK,IC50,=,20,ng/mL,,SIM-CRO-APPENDIX,2026,,1,,simulated_export_record
ACT-9008,CHEMBL6017199,COC(=O)C(=O)N1CCc2nc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)ccc2C1,SIM-QC-CHECK,Ki,>=,0.3,uM,,SIM-CRO-APPENDIX,2026,,1,,simulated_export_record
ACT-9009,CHEMBL5805137,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CC(F)(F)F)C5)ncc3F)cc2n1C(C)C,SIM-QC-CHECK,IC50,=,1e-7,M,,SIM-CRO-APPENDIX,2026,,1,,simulated_export_record
ACT-9010,CED-BAD-CHEM,C1CC,SIM-QC-CHECK,IC50,=,100,nM,,SIM-CRO-APPENDIX,2026,,0,,simulated_export_record
